appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags,estimated players,estimated active players,average total playtime,average recent playtime,release_date,days_from_release,languages_supports,review_num,positive_rate,cut_time,average_cut,duration,average_price,fix
286830,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,Targem Games,Buka Entertainment,,55,137,0,"20,000 .. 50,000",149,0,149,0,4.99,499,0,2,"English, Polish, Russian","Action, Racing","{'Action': 61, 'Racing': 56, 'Automobile Sim': 55, 'Adventure': 17, 'RPG': 17, 'Post-apocalyptic': 17, 'Singleplayer': 13, 'Atmospheric': 12, 'Cult Classic': 9, 'Arcade': 7}",415000.0,17000000.0,4.7h,0.1h,"Mar 14, 2014",2725,3,192,0.2864583333333333,50,0.86,8,2.84,True
596940,Hide and Seek,Llama Software,Llama Software,,138,216,0,"100,000 .. 200,000",7,0,9,0,0.0,0,0,0,English,"Casual, Free to Play, Indie","{'Free to Play': 79, 'Multiplayer': 46, 'Horror': 44, 'Indie': 43, 'Casual': 40, 'FPS': 12, 'Survival Horror': 12, 'Psychological Horror': 6}",322000.0,7000000.0,0.6h,0h,"Aug 31, 2017",1456,1,354,0.39,1,0.1,13,2.47,True
618510,Battle Bruise,Zanardi and Liza,Zanardi and Liza,,351,36,0,"20,000 .. 50,000",379,0,379,0,0.99,99,0,1,English,"Action, Indie","{'Indie': 116, 'Action': 38, 'Zombies': 13, ""Shoot 'Em Up"": 8, 'Arcade': 6, 'Female Protagonist': 5}",589000.0,50000000.0,2.8h,0.3h,"May 3, 2017",1576,1,387,0.91,5,0.51,12,0.71,True
1027820,Hand Simulator: Horror,HFM Games,HFM Games,,317,122,0,"20,000 .. 50,000",38,0,38,0,2.99,299,0,16,English,"Action, Adventure, Indie, Massively Multiplayer, Simulation","{'Simulation': 274, 'Multiplayer': 251, 'Survival Horror': 250, 'Physics': 244, 'Dark': 233, 'Realistic': 222, 'Hidden Object': 211, 'Open World': 206, 'Survival': 198, 'Horror': 193, 'Atmospheric': 188, 'Co-op': 188, 'First-Person': 153, 'Open World Survival Craft': 152, 'Thriller': 139, 'Singleplayer': 122, 'Online Co-Op': 109, 'Exploration': 86, 'Investigation': 66, '3D': 46}",40000.0,15000000.0,0.6h,0.5h,"Dec 22, 2020",247,1,439,0.72,3,0.5,7,2.35,True
516500,Zissi's Island,Ramon Mujica,Ramon Mujica,,15,2,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,English,"Action, Indie","{'Action': 22, 'Indie': 21, '3D Platformer': 15, 'Open World': 12, 'Funny': 11}",22000.0,1000000.0,2.2h,0.1h,"Aug 28, 2016",1824,1,17,0.88,8,0.43,9,2.8,True
837440,MineSweep,RewindApp,RewindApp,,31,23,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Casual, Indie, Strategy","{'Casual': 32, 'Indie': 30, 'Strategy': 29}",194000.0,2000000.0,0.2h,0h,"Jul 13, 2018",1140,1,54,0.57,30,0.51,11,0.74,True
753560,Twinstack,Correcture Games AB,Correcture Games AB,,7,0,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,English,"Casual, Indie, Strategy","{'Casual': 65, 'Strategy': 59, 'Indie': 56, 'Puzzle': 36, 'Beautiful': 33, 'Atmospheric': 27, 'Relaxing': 25, 'Singleplayer': 23}",32000.0,1000000.0,0.4h,0.2h,"Dec 20, 2017",1348,1,7,1.0,35,0.5,7,1.12,True
1021800,Million Dungeon,TallRoad Studio,"Boke Technology Co., Ltd",,201,80,0,"0 .. 20,000",0,0,0,0,12.99,1299,0,0,"English, Simplified Chinese","Adventure, Casual, Indie, RPG, Strategy","{'Indie': 31, 'Casual': 31, 'Strategy': 29, 'Adventure': 29, 'RPG': 29, 'Match 3': 8}",5000.0,1000000.0,2.4h,0.2h,"Jun 11, 2020",441,2,281,0.72,3,0.17,9,11.52,True
439720,Unending Galaxy,Anarkis Gaming,Anarkis Gaming,,69,38,0,"100,000 .. 200,000",0,0,0,0,8.99,899,0,1,English,"Indie, Simulation, Strategy","{'Strategy': 35, 'Simulation': 34, 'Indie': 32, 'Space': 18, '4X': 14, '2D': 14, 'Sandbox': 13, 'Space Sim': 12, 'Sci-fi': 11, 'Open World': 10, 'Singleplayer': 10, 'Economy': 10, 'Real-Time with Pause': 10}",197000.0,9000000.0,2.7h,0.1h,"Feb 19, 2016",2015,1,107,0.64,35,0.7,9,6.52,True
692790,春风 | Spring Breeze,木子工坊,HongbinGame,,31,22,0,"0 .. 20,000",0,0,0,0,0.99,99,0,1,"English, Simplified Chinese","Adventure, Indie","{'Indie': 20, 'Adventure': 19, 'Visual Novel': 6, 'Anime': 5}",58000.0,1000000.0,0.7h,0.2h,"Jan 19, 2018",1318,2,53,0.5849056603773585,28,0.5,8,0.82,True
533080,Phantasmat: Crucible Peak Collector's Edition,AMAX Interactive,Big Fish Games,,4,2,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Adventure, Casual","{'Adventure': 21, 'Casual': 21, 'Hidden Object': 6}",4000.0,1000000.0,1.2h,0.4h,"Oct 19, 2016",1772,1,6,0.67,19,0.54,9,7.28,True
719340,ReturnState,Jason Cecrle,Cecrle Games,,0,0,0,"0 .. 20,000",0,0,0,0,14.99,1499,0,0,English,"Action, Adventure, Indie, Early Access",[],2000.0,0.0,0h,0h,"Nov 22, 2017",1373,1,0,0,17,0.45,8,9.27,True
774301,RPG World - Epic Mounts,RaveyLarge,RaveyLarge,,2,0,0,"0 .. 20,000",0,0,0,0,2.99,499,40,0,English,"Action, Adventure, Indie, RPG","{'Indie': 41, 'Action': 31, 'Adventure': 31, 'RPG': 31, 'Software': 21, 'Game Development': 20, 'Design & Illustration': 11, 'Utilities': 11, 'Animation & Modeling': 11, 'Education': 11}",52000.0,0.0,0h,0h,"Apr 26, 2018",1218,1,2,1.0,16,0.28,10,4.28,True
525860,Garden Wars,Morepork Games,Morepork Games,,2,0,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,"Casual, Indie, Strategy","{'Casual': 21, 'Strategy': 20, 'Indie': 20}",14000.0,0.0,0.2h,0h,"Nov 9, 2016",1751,1,2,1.0,5,0.48,8,3.67,True
613220,Steam 360 Video Player,Valve,FoV,,68,55,0,"100,000 .. 200,000",8,0,8,0,0.0,0,0,3,English,,"{'360 Video': 73, 'VR': 18}",80000.0,15000000.0,127.1h,1.8h,"May 10, 2017",1569,1,123,0.55,NA,NA,NA,NA,True
354230,Devouring Stars,Nerial,BulkyPix,,26,12,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,"English, French, Italian, German, Spanish - Spain","Indie, Strategy","{'Strategy': 21, 'Indie': 21}",24000.0,3000000.0,2.9h,0.5h,"Jul 3, 2015",2246,5,38,0.68,3,0.6,8,9.56,True
403390,Undercover Missions: Operation Kursk K-141,The Game Species,Grip Games,,19,16,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,"English, French, German",Adventure,"{'Adventure': 26, 'Point & Click': 7, 'Female Protagonist': 5}",41000.0,0.0,0.4h,0h,"Dec 11, 2015",2085,3,35,0.54,9,0.78,9,6.1,True
732370,Juicy Realm,SpaceCan,X.D. Network Inc.,,2735,353,0,"500,000 .. 1,000,000",124,0,156,0,9.99,999,0,43,"English, Japanese, Simplified Chinese, Traditional Chinese, Korean","Action, Adventure, Casual, Indie, RPG","{'Action': 136, 'Indie': 127, 'Adventure': 123, 'RPG': 114, 'Casual': 110, 'Action Roguelike': 108, 'Rogue-like': 102, 'Cute': 101, 'Rogue-lite': 99, 'Multiplayer': 98, 'Twin Stick Shooter': 97, 'Local Co-Op': 94, 'Co-op': 93, 'Local Multiplayer': 92, ""Shoot 'Em Up"": 80, 'Shooter': 76, 'Cartoony': 71, 'Colorful': 62, 'Singleplayer': 61, 'Top-Down': 59}",87000.0,16000000.0,3h,0.6h,"May 3, 2018",1214,5,3088,0.8856865284974094,19,0.38,10,8.07,True
377710,Idol Magical Girl Chiru Chiru Michiru Part 1,Frontwing,Frontwing USA,,150,16,0,"20,000 .. 50,000",104,0,119,0,19.99,1999,0,0,"English, Japanese","Adventure, Casual","{'Casual': 53, 'Visual Novel': 48, 'Adventure': 47, 'Anime': 44, 'Female Protagonist': 35, 'Nudity': 21, 'Cute': 19, 'Singleplayer': 6, 'Comedy': 5}",676000.0,17000000.0,16.3h,0.1h,"Jul 29, 2015",2220,2,166,0.9,45,0.53,8,14.69,True
338630,Wildlife Camp,b-alive gmbh,b-alive gmbh,,29,11,0,"0 .. 20,000",0,0,0,0,6.99,699,0,0,"English, French, Italian, German, Spanish - Spain","Casual, Indie, Simulation","{'Simulation': 43, 'Indie': 42, 'Casual': 42, 'Cute': 25, 'Family Friendly': 24, 'Colorful': 22, 'Funny': 20, 'Female Protagonist': 19, 'Management': 10, 'Adventure': 10, 'God Game': 10, 'Replay Value': 10, 'Economy': 10, 'Cartoony': 10, 'Realistic': 10, 'Atmospheric': 10, 'Sandbox': 10, 'Open World': 10, 'Building': 10}",9000.0,1000000.0,3.7h,0.2h,"Nov 20, 2015",2106,5,40,0.72,50,0.29,8,5.97,True
94303,The Dream Machine: Chapter 3,Cockroach Inc.,The Sleeping Machine,,17,3,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Adventure, Casual, Indie","{'Casual': 23, 'Adventure': 23, 'Indie': 22, 'Point & Click': 14, 'Atmospheric': 13, 'Surreal': 12, 'Great Soundtrack': 12, 'Dark': 12, 'Interactive Fiction': 11, 'Drama': 11, 'Mystery': 11, 'Mature': 11, 'Episodic': 11, 'Singleplayer': 11, '2D': 11, 'Exploration': 11, 'Story Rich': 11, 'Psychological Horror': 11, 'Third Person': 11, 'Horror': 11}",0.0,0.0,0h,0h,"May 11, 2012",3397,1,20,0.85,50,0.64,8,3.39,True
1397470,Tsuro - The Game of The Path,Thunderbox Entertainment,Thunderbox Entertainment,,66,3,0,"0 .. 20,000",0,0,0,0,9.99,999,0,1,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese","Casual, Strategy","{'Board Game': 182, 'Puzzle': 173, 'Tabletop': 170, '4 Player Local': 163, 'Casual': 160, 'Multiplayer': 158, 'Strategy': 152, 'Asynchronous Multiplayer': 145, 'Local Multiplayer': 124, 'Turn-Based Strategy': 113, 'Solitaire': 101, 'Turn-Based Tactics': 100, '3D': 87, 'Colorful': 74, 'Top-Down': 59, 'Artificial Intelligence': 41, 'PvP': 28, 'Singleplayer': 26}",7000.0,2000000.0,1.2h,0.6h,"Oct 19, 2020",311,9,69,0.96,8,0.29,8,7.85,True
313010,Cities XXL,Focus Home Interactive,Focus Home Interactive,,762,1359,0,"200,000 .. 500,000",600,0,845,0,2.99,999,70,42,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Traditional Chinese",Simulation,"{'City Builder': 145, 'Simulation': 132, 'Building': 108, 'Economy': 98, 'Strategy': 95, 'Management': 90, 'Sandbox': 80, 'Realistic': 64, 'Moddable': 52, 'Singleplayer': 48, 'Multiplayer': 29, 'Atmospheric': 10, 'Resource Management': 6, 'Free to Play': 5}",342000.0,11000000.0,9.1h,0.2h,"Feb 5, 2015",2394,8,2121,0.36,3,0.7,7,6.99,True
270590,Long Night,Trickster Face,Trickster Face,,40,42,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, French","Action, Adventure, Indie","{'Horror': 29, 'Indie': 28, 'Adventure': 27, 'Action': 22, 'Survival': 10}",272000.0,2000000.0,0.3h,0.1h,"Jul 7, 2014",2607,2,82,0.49,18,0.72,9,3.25,True
939330,Tailor Tales,Celianna,Pixanna,,472,27,0,"50,000 .. 100,000",0,0,0,0,0.0,0,0,34,English,"Casual, Free to Play, Simulation","{'Free to Play': 65, 'Visual Novel': 50, 'Otome': 49, 'Simulation': 45, 'Romance': 45, 'Casual': 44, 'Female Protagonist': 40, 'Character Customization': 37, 'Anime': 17, 'Dating Sim': 9, 'Sexual Content': 8}",0.0,0.0,0h,0h,"Jan 9, 2019",960,1,499,0.95,0,0,0,0,True
24800,Command & Conquer: Red Alert 3 - Uprising,EA Los Angeles,Electronic Arts,,2888,578,0,"500,000 .. 1,000,000",774,3,174,3,19.99,1999,0,197,"English, Czech, French, German, Hungarian, Italian, Polish, Russian, Spanish - Spain",Strategy,"{'Strategy': 255, 'RTS': 199, 'Base-Building': 162, 'Singleplayer': 104, 'Multiplayer': 102, 'War': 86, 'Sci-fi': 53, 'Action': 51, 'Alternate History': 44, 'FMV': 24, 'Co-op': 22, 'Military': 15, 'Classic': 11, 'Great Soundtrack': 5}",3300000.0,63000000.0,5.6h,0.1h,"Oct 6, 2009",4342,9,3466,0.83,28,0.73,10,12.54,True
861050,DemonsAreCrazy,Bigbug Studio,Bigbug Studio,,275,353,0,"100,000 .. 200,000",0,0,0,0,0.0,0,0,92,"English, Thai","Action, Adventure, Free to Play, Indie, Massively Multiplayer","{'Free to Play': 44, 'Action': 43, 'Adventure': 37, 'Indie': 35, 'Massively Multiplayer': 34, 'Gore': 29, 'Violent': 24, 'MOBA': 23, 'Multiplayer': 12, 'RPG': 11, 'Early Access': 7, 'Casual': 5}",0.0,0.0,0h,0h,"Sep 12, 2019",714,2,628,0.44,0,0,0,0,True
572968,ReLIFE: Revenge,,,,67,2,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,"English, Japanese",,"{'Anime': 37, 'Episodic': 29, 'Romance': 11, 'Comedy': 8}",10000.0,0.0,0.2h,0h,"Mar 30, 2017",1610,2,69,0.97,1,0.3,14,1.79,True
402890,Nyctophilia,Cat In A Jar Games,Cat In A Jar Games,,196,108,0,"100,000 .. 200,000",0,0,0,0,0.0,0,0,0,"English, Russian","Adventure, Free to Play, Indie","{'Free to Play': 70, 'Adventure': 49, 'Indie': 48, 'Horror': 33, '2D': 27, 'Pixel Graphics': 13, 'Thriller': 12, 'Soundtrack': 9}",443000.0,2000000.0,0.4h,0h,"Sep 23, 2015",2164,2,304,0.64,1,0.7,2,2.29,True
551680,Bad birthday,Strong Cube,Strong Cube,,14,17,0,"0 .. 20,000",272,0,272,0,0.0,0,0,0,"English, Simplified Chinese, Russian","Adventure, Indie","{'Adventure': 44, 'Indie': 34, 'Horror': 14, 'Action': 13, 'Zombies': 13, 'Psychological Horror': 13, 'Stealth': 12}",239000.0,5000000.0,2.4h,0.1h,"Nov 11, 2016",1749,3,31,0.45,17,0.24,7,4.4,True
823100,Peace Duke,SharkGame,Laush Studio,,38,35,0,"0 .. 20,000",0,0,0,0,3.99,399,0,0,English,"Action, Adventure, Indie","{'Action': 34, 'Adventure': 32, 'Indie': 32, '2D': 15, 'Casual': 14, 'Music': 14, 'Side Scroller': 14, 'Runner': 14, 'Fast-Paced': 13, 'Atmospheric': 13, 'Singleplayer': 13}",359000.0,8000000.0,0.3h,0h,"Mar 26, 2018",1249,1,73,0.52,35,0.76,8,1.61,True
757350,SAWKOBAN,Bullid Games,Bullid Games,,54,27,0,"50,000 .. 100,000",0,0,0,0,9.99,999,0,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Greek, Simplified Chinese, Portuguese, Russian, Turkish, Japanese","Casual, Indie","{'Indie': 27, 'Casual': 22, 'Puzzle': 15, 'Horror': 15, 'Sokoban': 5}",185000.0,6000000.0,0.6h,0.1h,"Jan 11, 2018",1323,12,81,0.67,32,0.87,8,5.65,True
638290,Grim Facade: Sinister Obsession Collector’s Edition,AMAX Interactive,Big Fish Games,,1,0,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Adventure, Casual","{'Adventure': 21, 'Casual': 21, 'Hidden Object': 6}",3000.0,0.0,0.8h,0h,"Jun 2, 2017",1546,1,1,1.0,15,0.57,10,7.57,True
1060590,Pretty - Exotic,ZangGames,ZangGames,,0,0,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Casual, Indie, RPG, Simulation, Strategy",[],0.0,0.0,0h,0h,"May 5, 2019",844,1,0,0,19,0.24,8,0.87,True
607615,Ace Attorney: Reunion and Turnabout - 3rd Trial,,,,17,0,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,"English, Japanese",,"{'Anime': 29, 'Episodic': 23, 'Comedy': 5}",9000.0,0.0,0.1h,0h,"Mar 30, 2017",1610,2,17,1.0,1,0.3,15,1.79,True
729460,Distant Space 2,PixelMouse,PixelMouse,,84,23,0,"0 .. 20,000",0,0,0,0,0.99,99,0,1,English,"Action, Adventure, Casual, Indie","{'Action': 34, 'Adventure': 32, 'Indie': 32, 'Casual': 31}",244000.0,11000000.0,5.3h,0.2h,"Nov 2, 2017",1393,1,107,0.79,39,0.49,12,0.75,True
495390,The Wire Loop Game VR,MobileFusion Apps Ltd,MobileFusion Apps Ltd,,5,3,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,Casual,"{'Casual': 21, 'VR': 8}",2000.0,0.0,0.2h,0h,"Aug 8, 2016",1844,1,8,0.62,20,0.29,7,4.71,True
340730,Sunrider Academy,Love in Space,Sekai Project,,949,177,0,"50,000 .. 100,000",1802,0,1855,0,9.99,999,0,5,English,"Casual, Indie, Simulation","{'Nudity': 191, 'Anime': 178, 'Visual Novel': 130, 'Dating Sim': 130, 'Sexual Content': 95, 'Mature': 87, 'Simulation': 78, 'Indie': 76, 'Casual': 66, 'Romance': 54, 'Management': 52, 'Singleplayer': 28, 'Hentai': 23, 'Multiple Endings': 18, 'Great Soundtrack': 16, 'Cute': 10, 'Comedy': 10}",1100000.0,62000000.0,5.8h,0.3h,"Apr 15, 2015",2325,1,1126,0.84,28,0.78,7,6.08,True
463430,Ironguard,Aegon Games Ltd,Aegon Games Ltd,,5,6,0,"0 .. 20,000",0,0,0,0,6.99,699,0,0,English,"Action, Indie","{'Action': 23, 'Indie': 22, 'FPS': 16, 'Shooter': 15, 'Singleplayer': 15, 'First-Person': 14, 'Arcade': 13, 'Replay Value': 12, 'Difficult': 12, 'Controller': 11, 'Robots': 11, 'Procedural Generation': 11, 'Futuristic': 11, ""Shoot 'Em Up"": 11, 'Rogue-lite': 11, 'Sci-fi': 11, 'Perma Death': 11, 'Fast-Paced': 11, 'Dungeon Crawler': 11, 'Rogue-like': 10}",10000.0,0.0,0.1h,0h,"Oct 14, 2016",1777,1,11,0.45,28,0.54,9,5.71,True
584770,Zup! 3 - DLC,Quiet River,Quiet River,,77,7,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese","Casual, Indie","{'Casual': 34, 'Indie': 33, 'Puzzle': 14, '2D': 13, 'Physics': 12, 'Minimalist': 12, 'Singleplayer': 12, 'Relaxing': 11, 'Short': 11}",245000.0,0.0,0.1h,0h,"Jan 30, 2017",1672,27,84,0.9166666666666666,0,0,0,0,True
507400,Vindictive Drive,Secret Society Games,Sometimes You,,44,16,0,"20,000 .. 50,000",217,0,215,0,2.99,299,0,0,"English, Spanish - Spain","Action, Indie","{'Action': 60, 'Indie': 23, 'Violent': 23, 'RPGMaker': 7, 'Anime': 5, 'Cyberpunk': 5}",808000.0,37000000.0,2.6h,0.2h,"May 15, 2017",1564,2,60,0.73,42,0.66,8,1.99,True
341020,Chronicles of Teddy,Storybird,"LookAtMyGame, Plug In Digital",,194,88,0,"20,000 .. 50,000",1427,0,1427,0,14.99,1499,0,1,"English, French, Italian, German, Spanish - Spain, Danish, Finnish, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Turkish","Action, Adventure, Indie, RPG","{'Female Protagonist': 39, 'Action': 38, 'Indie': 37, 'Metroidvania': 35, 'Adventure': 34, 'RPG': 32, 'Pixel Graphics': 30, 'Platformer': 26, '2D': 21, 'Retro': 17, 'Exploration': 13, 'Singleplayer': 13, 'Action-Adventure': 12, 'Music': 11, 'Action RPG': 11}",185000.0,8000000.0,3.1h,0.1h,"Apr 2, 2015",2341,17,282,0.6879432624113475,2,0.71,5,9.7,True
846670,Saint Slaughter X Days,Hollowings,YAMAYURI GAMES,,106,6,0,"0 .. 20,000",0,0,0,0,2.99,299,0,0,Simplified Chinese,"Adventure, Casual, Indie, RPG","{'RPG': 24, 'Indie': 23, 'Adventure': 22, 'Casual': 22, 'Visual Novel': 8, 'Anime': 6}",0.0,0.0,0h,0h,"Jul 30, 2018",1123,1,112,0.95,15,0.39,7,2.41,True
451540,Snakes on an Extradimensional Plane,Team Neon Snakes,Fox Buchele,,6,0,0,"0 .. 20,000",0,0,0,0,2.99,299,0,0,English,"Action, Indie","{'Action': 22, 'Indie': 22, 'VR': 9}",25000.0,0.0,1.1h,0.2h,"Dec 5, 2016",1725,1,6,1.0,2,0.62,9,2.07,True
477170,Chamber 19,"Deepak M., Grant B.","Deepak M., Grant B.",,31,17,0,"0 .. 20,000",0,0,0,0,14.99,1499,0,0,English,"Action, Casual, Indie, Simulation, Strategy","{'Strategy': 21, 'Action': 21, 'Indie': 21, 'Casual': 20, 'Simulation': 20, 'VR': 12}",274000.0,2000000.0,0.3h,0h,"Oct 21, 2016",1773,1,48,0.6458333333333334,10,0.46,9,11.74,True
318230,Convoy,Convoy Games,Indietopia Games,,1027,262,0,"100,000 .. 200,000",172,0,172,0,14.99,1499,0,8,English,"Action, Adventure, Indie, RPG, Strategy","{'Pixel Graphics': 80, 'Vehicular Combat': 77, 'Strategy': 73, 'Rogue-like': 71, 'Indie': 67, 'RPG': 61, 'Action': 59, 'Post-apocalyptic': 58, 'Adventure': 56, '2D': 50, 'Rogue-lite': 47, 'Sci-fi': 45, 'Singleplayer': 42, 'Top-Down': 41, 'Exploration': 40, 'Retro': 40, 'Difficult': 39, 'Great Soundtrack': 36, 'Moddable': 34, 'Atmospheric': 34}",944000.0,91000000.0,2.6h,0.3h,"Apr 21, 2015",2319,1,1289,0.8,2,0.75,8,10.49,True
608310,Alderamin on the Sky: Lazy vs. Unsleeping,,,,14,0,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,"English, Japanese",,"{'Anime': 28, 'Episodic': 21, 'Violent': 20}",5000.0,0.0,0.1h,0h,"Mar 30, 2017",1613,2,14,1.0,1,0.3,14,1.79,True
652150,Oats Studios - Volume 1 Assets,Oats Studios,Oats Studios,,155,10,0,"50,000 .. 100,000",1,0,1,0,0.0,0,0,0,English,"Action, Adventure, Casual, Indie, Simulation, Strategy, Video Production","{'Action': 49, 'Short': 28, 'Thriller': 26, 'Gore': 26, 'Indie': 25, 'Video Production': 24, 'Violent': 24, 'Adventure': 21, 'Casual': 19, 'Simulation': 19, 'Strategy': 18, 'Sci-fi': 11, 'Movie': 6}",181000.0,2000000.0,0.7h,0.1h,"Jun 14, 2017",1537,1,165,0.9393939393939394,0,0,0,4.99,True
1105110,OXXO,Hamster On Coke Games,Hamster On Coke Games,,151,6,0,"0 .. 20,000",0,0,0,0,1.99,199,0,1,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Traditional Chinese, Simplified Chinese, Czech, Danish, Finnish, Greek, Spanish - Latin America, Dutch, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Romanian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Hungarian","Casual, Indie","{'Casual': 22, 'Indie': 21, 'Puzzle': 9}",37000.0,3000000.0,1.1h,0.2h,"Aug 7, 2019",753,29,157,0.9617834394904459,23,0.39,7,1.6,True
296010,NeonXSZ,Intravenous Software,None - Independent,,82,20,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Action, Indie, RPG","{'FPS': 111, '6DOF': 106, 'Sandbox': 102, 'Open World': 99, 'Action': 96, 'RPG': 90, 'Sci-fi': 89, 'Procedural Generation': 86, 'Loot': 82, 'Action RPG': 80, 'Shooter': 76, 'Cyberpunk': 69, 'Combat': 67, 'Arena Shooter': 63, 'Indie': 56, 'Rogue-lite': 51, 'First-Person': 42, 'Funny': 36, 'Singleplayer': 34, 'Difficult': 32}",34000.0,1000000.0,2h,0h,"Feb 22, 2016",2012,1,102,0.8,48,0.47,8,11.02,True
976180,Deliverance: The Making of Kingdom Come,Warhorse Studios,"Warhorse Studios, Deep Silver",,0,0,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,Czech,"Indie, Movie, Documentary",[],99000.0,3000000.0,0.3h,0.1h,"Dec 20, 2018",980,1,0,0,22,0.74,6,3.55,True
335070,VRC PRO,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,442,92,0,"20,000 .. 50,000",0,0,0,0,44.99,4499,0,27,English,"Action, Casual, Indie, Racing, Simulation, Sports","{'Racing': 97, 'Simulation': 87, 'Sports': 77, 'Indie': 76, 'Action': 73, 'Casual': 71, 'Automobile Sim': 52, 'Multiplayer': 15}",34000.0,4000000.0,4.2h,0.2h,"Mar 24, 2015",2347,1,534,0.83,37,0.52,12,33.2,True
1014810,Happy Words,LAN - GAMES LTD,LAN - GAMES LTD,,42,47,0,"0 .. 20,000",0,0,0,0,3.49,499,30,1,"English, French, Italian, German, Spanish - Spain, Bulgarian, Russian","Casual, Indie, Strategy","{'Word Game': 199, 'Board Game': 193, 'Multiplayer': 190, 'Text-Based': 186, 'Casual': 183, 'Tabletop': 174, 'Family Friendly': 172, 'Spelling': 168, 'Strategy': 166, 'Time Management': 164, '4 Player Local': 159, 'Local Multiplayer': 154, 'Singleplayer': 145, 'PvP': 135, 'Indie': 127, 'Crafting': 121, '3D': 115, 'Puzzle-Platformer': 106, 'Wargame': 97, 'Education': 89}",11000.0,1000000.0,0.8h,0.1h,"May 16, 2019",833,7,89,0.47,19,0.25,7,4.36,True
346250,The Old Tree,Red Dwarf Games,Red Dwarf Games,,2919,322,0,"200,000 .. 500,000",11,0,14,0,0.0,0,0,2,English,"Adventure, Casual, Free to Play, Indie","{'Free to Play': 110, 'Adventure': 69, 'Indie': 65, 'Casual': 58, 'Point & Click': 50, 'Short': 49, 'Puzzle': 46, 'Singleplayer': 34, 'Atmospheric': 27, 'Horror': 24, '2D': 23, 'Relaxing': 8, 'Dark': 8, 'Surreal': 7, 'Cute': 5}",773000.0,7000000.0,0.4h,0h,"Jan 26, 2015",2404,1,3241,0.9,0,0,0,0,True
446540,Smash Up,Nomad Games,Nomad Games,,126,84,0,"0 .. 20,000",329,0,329,0,6.99,699,0,4,"English, French, German",Strategy,"{'Strategy': 83, 'Card Game': 38, 'Board Game': 20, 'Early Access': 13, 'Zombies': 11, 'Aliens': 10, 'Pirates': 10, 'Ninja': 10, 'Turn-Based Strategy': 10}",26000.0,5000000.0,3.6h,0.5h,"Oct 12, 2016",1779,3,210,0.6,1,0.5,3,5.24,True
395900,Backgammon Blitz,VooFoo Studios,Nomad Games,,103,67,0,"20,000 .. 50,000",231,0,231,0,3.99,399,0,3,"English, French, Italian, German, Spanish - Spain",Casual,"{'Casual': 43, 'Tabletop': 25, 'Board Game': 23, 'Strategy': 13, 'Indie': 12, 'Simulation': 12}",223000.0,12000000.0,3.6h,0.2h,"Nov 12, 2015",2114,5,170,0.61,18,0.64,9,3.58,True
