appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags,estimated players,estimated active players,average total playtime,average recent playtime,release_date,days_from_release,languages_supports,review_num,positive_rate,cut_time,average_cut,duration,average_price,fix
1578860,Billionaire Lovers,Ayacat Games,Ayacat Games,,1728,73,0,"50,000 .. 100,000",0,0,0,0,2.99,299,0,13,"English, Not supported, Simplified Chinese","Casual, Indie, RPG","{'RPG': 166, 'Education': 162, 'Visual Novel': 159, 'Psychological Horror': 157, 'Anime': 151, 'Casual': 145, 'Emotional': 144, 'Story Rich': 141, 'Interactive Fiction': 139, '2D Platformer': 135, '2D': 129, 'First-Person': 119, 'Indie': 112, 'Cute': 106, 'Text-Based': 97, 'Singleplayer': 96, 'Cartoon': 94, 'Drama': 82, 'Logic': 75, 'Conspiracy': 66}",3000.0,1000000.0,0.6h,0.4h,"Jul 2, 2021",55,3,1801,0.96,NA,NA,NA,NA,True
314790,Silence,Daedalic Entertainment,Daedalic Entertainment,,1380,237,0,"100,000 .. 200,000",156,0,243,0,19.99,1999,0,6,"English, German, French, Italian, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Russian, Polish, Greek","Adventure, Indie","{'Adventure': 94, 'Point & Click': 61, 'Story Rich': 29, 'Great Soundtrack': 18, 'Indie': 14, 'Female Protagonist': 7, 'Casual': 6, '2D': 6, 'Singleplayer': 6, 'Classic': 5, 'Retro': 5, 'Cult Classic': 5}",1800000.0,82000000.0,3.4h,0.1h,"Nov 15, 2016",1745,12,1617,0.85,2,0.33,13,16.69,True
353630,Oil Enterprise,Crafty Studios,astragon Entertainment,,83,86,0,"0 .. 20,000",125,0,125,0,24.99,2499,0,1,"English, German, Spanish - Spain, Russian, French, Turkish","Indie, Simulation, Strategy","{'Strategy': 45, 'Indie': 45, 'Simulation': 44, 'Management': 34, 'Economy': 30, 'Early Access': 13}",27000.0,3000000.0,3h,0.4h,"Apr 20, 2016",1954,6,169,0.49,2,0.8,8,14.99,True
587920,Phantom Halls,Incendium LLC,Incendium LTD,,34,10,0,"0 .. 20,000",0,0,0,0,19.99,1999,0,0,English,"Action, Adventure, Indie, RPG","{'Action': 22, 'Adventure': 22, 'RPG': 21, 'Indie': 21, 'Horror': 5}",15000.0,1000000.0,2.6h,0.2h,"Oct 31, 2018",1030,1,44,0.77,12,0.31,9,11.62,True
977400,Cell to Singularity - Evolution Never Ends,Computer Lunch,Computer Lunch,,7847,967,0,"500,000 .. 1,000,000",0,0,0,0,0.0,0,0,917,"English, French, German, Spanish - Spain, Polish, Portuguese, Russian, Italian, Japanese, Korean, Simplified Chinese, Traditional Chinese, Arabic, Ukrainian, Thai, Turkish, Vietnamese","Casual, Free to Play, Simulation, Early Access","{'Clicker': 152, 'Free to Play': 125, 'Simulation': 99, 'Science': 87, 'Casual': 71, 'Early Access': 66, 'Historical': 49, 'Idler': 33, 'Singleplayer': 23, 'Education': 20, 'Dinosaurs': 16, 'God Game': 9, 'Sci-fi': 6}",0.0,0.0,0h,0h,"Dec 12, 2018",988,17,8814,0.89,0,0,0,0,True
104200,BEEP,Big Fat Alien,Big Fat Alien,,3998,708,0,"500,000 .. 1,000,000",195,0,168,0,1.99,199,0,1,English,"Adventure, Indie","{'Indie': 144, 'Platformer': 99, 'Adventure': 86, '2D': 83, 'Singleplayer': 66, 'Physics': 56, 'Puzzle': 53, 'Action': 33, 'Robots': 29, 'Casual': 20, 'Strategy': 18, 'Great Soundtrack': 17, 'Difficult': 17, 'Shooter': 14, ""Shoot 'Em Up"": 14, 'Sci-fi': 13, 'Family Friendly': 12, 'Arcade': 10, 'Funny': 8, 'Anime': 7}",3600000.0,66000000.0,3.5h,0.1h,"May 6, 2011",3765,1,4706,0.85,30,0.71,11,1.28,True
676720,Bug Killers,Swarog Games,Swarog Games,,12,21,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Action, Adventure, Casual, Indie, Strategy","{'Action': 24, 'Indie': 22, 'Casual': 22, 'Strategy': 21, 'Adventure': 20}",357000.0,3000000.0,0.5h,0h,"Aug 4, 2017",1483,1,33,0.36,28,0.78,8,3.09,True
889480,Virtual Virtual Reality,Tender Claws,Tender Claws,,454,41,0,"20,000 .. 50,000",78,0,96,0,14.99,1499,0,4,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese","Adventure, Indie","{'Adventure': 104, 'Indie': 96, 'VR': 88, 'Funny': 76, 'Story Rich': 72, 'Sci-fi': 66, 'Mystery': 63, 'Comedy': 61, 'Multiple Endings': 59, 'Singleplayer': 57, 'First-Person': 54, 'Psychological Horror': 51, 'Horror': 48, 'Sexual Content': 37, 'Nudity': 34, 'Psychological': 32, 'Gore': 30, 'Walking Simulator': 28, 'Anime': 26, 'Surreal': 24}",84000.0,19000000.0,1.2h,0.2h,"Sep 7, 2018",1087,9,495,0.9171717171717172,8,0.39,7,12.09,True
708310,Infinite Gravity,Gravity Wave Interactive,Gravity Wave Interactive,,37,12,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,"English, Simplified Chinese, Traditional Chinese","Adventure, Indie, RPG, Simulation, Early Access","{'Sandbox': 24, 'Building': 23, 'Early Access': 22, 'Adventure': 21, 'Indie': 21, 'Simulation': 21, 'RPG': 19}",10000.0,0.0,0.2h,0h,"Mar 21, 2018",1257,3,49,0.7551020408163265,4,0.39,10,8.05,True
6400,Joint Task Force,Most Wanted Entertainment,HD Publishing,,167,25,0,"20,000 .. 50,000",41,0,41,0,7.99,799,0,4,"English, French, German, Italian, Spanish - Spain","Action, Strategy","{'Strategy': 33, 'Action': 24, 'RTS': 13, 'Military': 7}",446000.0,3000000.0,1.2h,0h,"Mar 27, 2007",5266,5,192,0.87,35,0.64,10,5.99,True
741120,Solar System,RewindApp,RewindApp,,18,30,0,"0 .. 20,000",0,0,0,0,0.49,99,51,0,English,"Casual, Indie","{'Indie': 32, 'Casual': 31}",423000.0,3000000.0,0.4h,0h,"Nov 17, 2017",1378,1,48,0.38,40,0.5,12,0.74,True
533010,Filthy Lucre,Fabrik Games Ltd,Fabrik Games Ltd,,55,19,0,"0 .. 20,000",0,0,0,0,12.99,1299,0,0,"English, French, Italian, German, Spanish - Spain, Dutch, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Swedish, Danish, Finnish","Action, Indie","{'Indie': 37, 'Action': 34, 'Stealth': 9, 'Tactical': 7, 'Co-op': 6}",20000.0,1000000.0,4.6h,0.2h,"Dec 11, 2016",1719,14,74,0.74,6,0.47,10,11.15,True
656660,Fantasy Mosaics 15: Ancient Land,Andy Jurko,Andy Jurko,,9,0,0,"0 .. 20,000",0,0,0,0,6.99,699,0,0,English,"Casual, Indie","{'Casual': 22, 'Indie': 20, 'Puzzle': 6}",20000.0,0.0,1h,0h,"Jul 3, 2017",1515,1,9,1.0,41,0.66,7,4.83,True
646310,ProjectM : Daydream,EVR Studio,EVR Studio,,63,25,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, Korean, French, German, Spanish - Spain, Japanese, Simplified Chinese, Traditional Chinese","Adventure, Simulation","{'Simulation': 25, 'Adventure': 21, 'VR': 14, 'Sexual Content': 8}",13000.0,1000000.0,0.4h,0h,"Sep 4, 2017",1455,8,88,0.7159090909090909,2,0.6,10,3.79,True
358280,Alien Carnage / Halloween Harry,"Interactive Binary Illusions, SubZero Software",3D Realms (Apogee Software),,25,25,0,"20,000 .. 50,000",0,0,0,0,0.0,0,0,0,English,Action,"{'Action': 26, 'Platformer': 7, 'Classic': 5}",793000.0,4000000.0,0.1h,0h,"May 5, 2014",2673,1,50,0.5,6,0.51,6,29.79,True
1638140,Reverie Knights Tactics: Prologue,,,,0,0,0,"0 .. 20,000",0,0,0,0,,,,0,,,[],49000.0,2000000.0,0.1h,0.1h,"Jul 13, 2021",44,0,0,0,0,0,0,0,True
848340,AGE,Sylvain Seccia,Petite Fleur Productions,,12,2,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,"Software Training, Utilities","{'Utilities': 23, 'Software Training': 21}",104000.0,2000000.0,0.6h,0.1h,"May 8, 2018",1206,1,14,0.86,0,0,0,0,True
878500,Captain The Runner,Anamik Majumdar,Anamik Majumdar,,3,7,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Casual, Indie","{'Indie': 21, 'Casual': 21, 'Runner': 12, '2D': 11, 'Minimalist': 11, 'Singleplayer': 11, 'Pixel Graphics': 10, 'Retro': 10}",0.0,0.0,0h,0h,"Aug 10, 2018",1115,1,10,0.3,34,0.45,8,0.77,True
202990,Call of Duty: Black Ops II,Treyarch,Activision,,27100,4790,0,"2,000,000 .. 5,000,000",3652,4,1156,4,59.99,5999,0,128,"English, French, German, Italian, Spanish - Spain",Action,"{'Action': 1311, 'Multiplayer': 1240, 'FPS': 1154, 'Shooter': 826, 'First-Person': 602, 'Singleplayer': 532, 'Co-op': 512, 'War': 466, 'Online Co-Op': 418, 'Team-Based': 351, 'Futuristic': 335, 'Survival': 268, 'Controller': 228, 'Tactical': 215, 'Adventure': 213, 'Great Soundtrack': 206, 'Sci-fi': 198, 'Massively Multiplayer': 191, 'Atmospheric': 163, 'Horror': 158}",4800000.0,401000000.0,69.9h,0.2h,"Nov 12, 2012",3209,5,31890,0.85,10,0.57,8,43.59,True
563610,VR Squash 2017,David Cseh,David Cseh,,3,1,0,"0 .. 20,000",0,0,0,0,18.99,1899,0,0,English,"Simulation, Sports","{'Sports': 32, 'Simulation': 31, 'VR': 18, 'Action': 10, 'Casual': 10, 'Singleplayer': 10}",3000.0,0.0,0h,0h,"Nov 20, 2017",1378,1,4,0.75,16,0.62,9,13.13,True
344960,Jaques Roque,"Thomas Schreiter, Dirk Schreiter, Jörg Winterstein, Peer Draeger, Gereon Bartel",Augusta Software GmbH,,10,2,0,"0 .. 20,000",0,0,0,0,8.99,899,0,0,"English, German","Adventure, Casual, Indie","{'Adventure': 21, 'Indie': 21, 'Casual': 21, 'Puzzle': 12}",13000.0,0.0,0.7h,0.1h,"Apr 1, 2015",2339,2,12,0.83,7,0.57,8,6.42,True
322440,Red Goddess: Inner World,Yanim Studio,Yanim Studio,,36,35,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,"English, French, Spanish - Spain","Action, Adventure, Indie","{'Adventure': 27, 'Indie': 24, 'Action': 23, 'Metroidvania': 15, 'Exploration': 15, 'Fast-Paced': 12, 'Female Protagonist': 11, 'Platformer': 9}",74000.0,1000000.0,1.3h,0h,"Aug 31, 2015",2187,3,71,0.51,16,0.66,11,6.72,True
230760,DIVO,Internal Games,Internal Games,,9,16,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Casual, Indie","{'Indie': 24, 'Casual': 22, 'Platformer': 5}",246000.0,1000000.0,0.2h,0h,"Feb 1, 2013",3128,1,25,0.36,2,0.3,7,3.99,True
381640,Allods Online RU,IT Territory,MY.GAMES,,547,371,0,"100,000 .. 200,000",288,0,90,0,0.0,0,0,41,"English, Not supported, Russian","Action, Free to Play, Massively Multiplayer, RPG","{'Massively Multiplayer': 195, 'MMORPG': 190, 'Free to Play': 182, 'Open World': 181, 'RPG': 176, 'Atmospheric': 172, 'Multiplayer': 171, 'Character Customization': 168, 'Singleplayer': 164, 'CRPG': 163, '3D': 152, 'Third Person': 145, 'Story Rich': 138, 'Magic': 128, 'Lore-Rich': 123, 'PvE': 122, 'PvP': 120, 'Team-Based': 115, 'Crafting': 112, 'Online Co-Op': 100}",426000.0,10000000.0,2.5h,0.1h,"Jan 26, 2016",2039,3,918,0.6,0,0,0,0,True
1268960,pureya,Majorariatto,Majorariatto,,1500,14,0,"50,000 .. 100,000",0,0,0,0,5.99,599,0,2,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Action, Casual, Indie","{'Minigames': 266, 'Arcade': 260, 'Casual': 257, '2D': 255, 'Colorful': 251, 'Singleplayer': 246, 'Platformer': 244, 'Funny': 243, 'Side Scroller': 241, 'Action': 233, 'Family Friendly': 227, 'Pixel Graphics': 224, 'Score Attack': 223, 'Cute': 212, '2D Platformer': 201, 'Sports': 198, 'Runner': 195, ""Shoot 'Em Up"": 182, 'Female Protagonist': 180, 'Shooter': 178}",14000.0,11000000.0,3.2h,1.6h,"Mar 26, 2021",153,29,1514,0.99,0,0,0,5.99,True
796800,Lair of the Titans,Team 21 Studio,Team 21 Studio,,0,1,0,"0 .. 20,000",0,0,0,0,5.99,599,0,0,English,"Action, Adventure, Indie, Early Access","{'Early Access': 22, 'Action': 21, 'Adventure': 21, 'Indie': 21, 'VR': 8, 'VR Only': 1}",46000.0,0.0,0.2h,0h,"Mar 17, 2018",1261,1,1,0.0,1,0.2,6,5.39,True
554530,CRACKHEAD,,Displacement Studios,,635,423,0,"100,000 .. 200,000",231,0,242,0,0.99,99,0,1,English,,"{'Casual': 680, 'Indie': 42, 'Action': 37, 'Violent': 25, 'Great Soundtrack': 17, 'Colorful': 15, 'Isometric': 12, 'Funny': 11, 'Arcade': 10}",2000000.0,67000000.0,4.6h,0.1h,"Nov 10, 2016",1753,1,1058,0.6001890359168242,24,0.59,10,1.41,True
627662,Blender Character Modeling For Beginners HD: Surface Anatomy of Back Muscles - Part 2,,,,30,2,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Animation & Modeling': 28, 'Design & Illustration': 27, 'Tutorial': 23}",4000.0,0.0,0h,0h,"Jun 19, 2017",1529,1,32,0.94,NA,NA,NA,NA,True
277630,Panzer Tactics HD,Sproing,THQ Nordic,,121,49,0,"20,000 .. 50,000",0,0,0,0,9.99,999,0,10,"English, French, Italian, German, Spanish - Spain, Russian","Simulation, Strategy","{'Strategy': 37, 'Simulation': 30, 'World War II': 24, 'Turn-Based Strategy': 22, 'Hex Grid': 11, 'Wargame': 10, 'War': 5}",295000.0,1000000.0,0.8h,0h,"May 22, 2014",2653,6,170,0.71,3,0.75,7,6.24,True
1430030,THE MONSTER OF MEMORY:DESTINY,"Narrator, Tong Li Publishing Co.",Tong Li Publishing Co.,,101,11,0,"0 .. 20,000",0,0,0,0,18.99,1899,0,2,"English, Japanese, Simplified Chinese, Traditional Chinese","Adventure, Casual","{'Visual Novel': 64, 'LGBTQ+': 61, 'Dating Sim': 54, 'Nudity': 47, 'Sexual Content': 45, 'Word Game': 44, 'Casual': 43, 'Anime': 41, 'Adventure': 38, 'Story Rich': 38, '2D': 35, 'Multiple Endings': 31, 'Singleplayer': 27}",2000.0,1000000.0,1.1h,0.9h,"Nov 27, 2020",275,4,112,0.9017857142857143,1,0.25,3,17.41,True
1006680,Expanse,Yuri Eletskikh,redsungames,,3,5,0,"0 .. 20,000",0,0,0,0,6.99,699,0,0,"English, Italian, German, Simplified Chinese, Korean, Russian","Indie, Massively Multiplayer, Strategy","{'Strategy': 21, 'Indie': 21, 'Massively Multiplayer': 18, 'RTS': 6}",3000.0,0.0,0h,0h,"Aug 25, 2017",1465,6,8,0.375,4,0.72,9,5.09,True
661560,Audioship,Insanity Interactive,Insanity Interactive,,2,2,0,"0 .. 20,000",0,0,0,0,2.99,299,0,0,English,Indie,"{'Indie': 31, 'Music': 14, 'Top-Down Shooter': 11, 'Music-Based Procedural Generation': 10}",11000.0,1000000.0,0.2h,0h,"Jul 25, 2017",1493,1,4,0.5,19,0.53,9,2.9,True
12140,Max Payne,Remedy Entertainment,Rockstar Games,,7995,903,0,"500,000 .. 1,000,000",189,0,84,0,9.99,999,0,67,English,Action,"{'Action': 336, 'Noir': 300, 'Classic': 268, 'Third-Person Shooter': 232, 'Bullet Time': 212, 'Story Rich': 189, 'Atmospheric': 152, 'Dark': 143, 'Third Person': 138, 'Shooter': 128, 'Singleplayer': 128, 'Great Soundtrack': 97, 'Detective': 68, 'Linear': 66, 'Cinematic': 61, 'Crime': 61, 'Violent': 56, 'Adventure': 40, 'Horror': 24, 'Psychological Horror': 18}",2800000.0,183000000.0,4h,0.2h,"Jan 4, 2008",4986,1,8898,0.8985165205664194,6,0.65,10,6.74,True
1096710,Hello Neighbor Alpha 4,Dynamic Pixels,tinyBuild,,1316,169,0,"200,000 .. 500,000",163,0,224,0,0.0,0,0,49,English,"Adventure, Indie, Strategy","{'Adventure': 191, 'Free to Play': 184, 'Strategy': 183, 'Horror': 181, 'Indie': 178, 'Puzzle': 170, 'Stealth': 168, 'First-Person': 165, 'Funny': 165, 'Comedy': 158, 'Mystery': 156, 'Singleplayer': 150, 'Action': 145, 'Sandbox': 135, 'Family Friendly': 129, 'Story Rich': 122, 'Investigation': 120, 'Survival Horror': 112, '3D': 108, 'Beautiful': 95}",151000.0,12000000.0,0.4h,0.1h,"Oct 19, 2019",680,1,1485,0.8861952861952862,0,0,0,0,True
573022,Izetta: The Last Witch: The Sword in the Heavens,,,,22,2,0,"0 .. 20,000",0,0,0,0,0.99,199,50,0,"English, Japanese",,"{'Anime': 32, 'Episodic': 22, 'Female Protagonist': 5}",5000.0,0.0,0.5h,0h,"Mar 30, 2017",1610,2,24,0.92,1,0.3,14,1.79,True
308600,Geneshift,Nik Nak Studios,Nik Nak Studios,,1650,381,0,"1,000,000 .. 2,000,000",646,64,329,64,0.0,0,0,10,"English, Simplified Chinese, German, French","Action, Indie, RPG, Early Access","{'Early Access': 5687, 'Action': 127, 'Indie': 120, 'RPG': 80, 'Battle Royale': 72, 'Top-Down Shooter': 63, 'Multiplayer': 53, 'Shooter': 45, 'Top-Down': 42, 'Co-op Campaign': 33, 'Casual': 30, 'Online Co-Op': 27, 'Tactical': 21, '2D': 16, 'Strategy': 12, 'Co-op': 9, 'Massively Multiplayer': 7}",4400000.0,348000000.0,2.8h,0.3h,"May 23, 2017",1556,4,2031,0.81,30,0.34,9,10.39,True
651820,Little Miss Lonely,Club Cotton Games,Club Cotton Games,,3,2,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,Indie,{'Indie': 32},188000.0,1000000.0,0h,0h,"Jun 12, 2017",1536,1,5,0.6,5,0.44,9,3.34,True
675907,Blender Character Modeling For Beginners HD: Fitting Teeth To Figure - Part 2,,,,32,2,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Animation & Modeling': 28, 'Design & Illustration': 27, 'Tutorial': 23}",4000.0,0.0,0h,0h,"Jul 7, 2017",1511,1,34,0.94,NA,NA,NA,NA,True
328710,One Last Day,Bloodwolf Studio,Bloodwolf Studio,,67,38,0,"0 .. 20,000",0,0,0,0,12.99,1299,0,0,"English, Spanish - Spain, French","Action, Adventure, Indie, Early Access","{'Adventure': 34, 'Indie': 33, 'Early Access': 33, 'Action': 32, 'Survival': 18, 'Zombies': 17, 'Sandbox': 14, 'Multiplayer': 5}",23000.0,0.0,0.6h,0h,"Apr 28, 2015",2312,3,105,0.64,14,0.56,9,9.34,True
657010,Lucky Night: Texas Hold'em VR,ATC Games,ATC Games,,140,35,0,"50,000 .. 100,000",37,0,37,0,0.0,0,0,0,"English, Simplified Chinese","Casual, Free to Play","{'Free to Play': 40, 'Casual': 29, 'VR': 25}",192000.0,6000000.0,1.1h,0.1h,"Jul 26, 2017",1492,2,175,0.8,0,0,0,0,True
572700,Nancy Drew: Sea of Darkness,HeR Interactive,HeR Interactive,,77,9,0,"0 .. 20,000",475,0,475,0,19.99,1999,0,3,English,Adventure,"{'Adventure': 35, 'Point & Click': 21, 'Funny': 16, 'Mouse only': 16, 'Drama': 16, 'Mystery': 16, 'Detective': 16, 'Great Soundtrack': 16, 'Story Rich': 16, 'Classic': 16, 'Puzzle': 16, 'Female Protagonist': 15, 'Exploration': 12, 'Atmospheric': 11, 'Casual': 11, 'Based On A Novel': 6, '2D': 6, '2.5D': 6, 'Remake': 6, 'Cult Classic': 6}",15000.0,1000000.0,1.2h,0.4h,"Feb 2, 2017",1666,1,86,0.9,16,0.48,9,15.35,True
331880,Truck Mechanic Simulator 2015,PlayWay SA,Sillysoft Games,,89,84,0,"20,000 .. 50,000",9,0,9,0,9.99,999,0,1,"English, French, Italian, German, Spanish - Spain","Casual, Simulation","{'Automobile Sim': 52, 'Simulation': 49, 'Casual': 41, 'Singleplayer': 7}",93000.0,2000000.0,1.4h,0h,"May 1, 2015",2309,5,173,0.51,2,0.8,10,5.99,True
756380,Super Bugman Extreme Ultra,SyKoHPaTh,SyKoHPaTh,,1,1,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Action, Adventure, Indie","{'Action': 21, 'Adventure': 21, 'Indie': 21}",5000.0,0.0,0h,0h,"Mar 30, 2018",1245,1,2,0.5,15,0.57,8,4.18,True
705920,Empress of Gold,Tobop Productions,Tobop Productions,,3,0,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Action, Adventure, Casual, Indie","{'Action': 32, 'Indie': 31, 'Casual': 31, 'Adventure': 30, 'Violent': 21}",6000.0,0.0,0h,0h,"Apr 26, 2020",487,1,3,1.0,2,0.48,10,2.08,True
521920,Death's Hangover,Retro Army Limited,paulstephendavis,,385,46,0,"20,000 .. 50,000",371,0,371,0,4.99,499,0,1,English,"Action, Casual, Indie","{'Action': 45, 'Casual': 41, 'Indie': 40, 'Arcade': 22, 'Pixel Graphics': 21, 'Retro': 11, 'Gore': 11}",780000.0,70000000.0,3.9h,0.3h,"Jan 20, 2017",1682,1,431,0.8932714617169374,46,0.88,8,2.92,True
640741,Saga of Tanya the Evil: Prologue,,,,60,0,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,"English, Japanese",,"{'Anime': 31, 'Episodic': 22, 'War': 7, 'Action': 6}",11000.0,0.0,0.3h,0h,"Jun 21, 2017",1527,2,60,1.0,1,0.3,14,1.79,True
523870,Breaking Fast,Tale Studios,Tale Studios,,30,4,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,"English, French, Italian, German, Spanish - Spain, Traditional Chinese, Korean, Japanese, Portuguese - Brazil, Russian","Action, Casual, Indie, Racing","{'Racing': 33, 'Indie': 32, 'Action': 24, 'Casual': 22, 'Cute': 11, 'Controller': 11, 'Fighting': 10}",255000.0,14000000.0,2.6h,0.2h,"Jun 8, 2017",1540,10,34,0.88,13,0.61,8,6.93,True
269330,Chronology,Bedtime Digital Games,Bedtime Digital Games,,617,89,0,"100,000 .. 200,000",225,0,263,0,4.99,499,0,1,"English, French, Italian, German, Spanish - Spain, Portuguese, Russian","Adventure, Indie","{'Adventure': 55, 'Puzzle-Platformer': 50, 'Indie': 48, 'Platformer': 35, 'Puzzle': 34, 'Time Manipulation': 16, 'Short': 13, 'Time Travel': 12, '2D': 10}",1400000.0,77000000.0,3.5h,0.2h,"May 12, 2014",2666,7,706,0.8739376770538244,4,0.9,7,2.74,True
693180,Slice of Life,FurGoldGames,FurGoldGames,,16,9,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, Russian","Adventure, Indie","{'Adventure': 33, 'Indie': 33}",161000.0,1000000.0,0.1h,0h,"Nov 30, 2017",1365,2,25,0.64,24,0.46,8,3.88,True
339720,Debugger 3.16: Hack'n'Run,Spiderwork Games,Spiderwork Games,,27,7,0,"0 .. 20,000",127,0,127,0,4.99,499,0,0,"English, German",Indie,"{'Indie': 31, 'Programming': 11, 'Hacking': 11, 'Puzzle-Platformer': 11, 'Platformer': 10, 'Action-Adventure': 10}",46000.0,7000000.0,3.5h,0.8h,"Feb 22, 2018",1284,2,34,0.7941176470588235,32,0.63,8,6.9,True
1398100,Orwell's Animal Farm,Nerial,The Dairymen,,83,23,0,"100,000 .. 200,000",0,0,0,0,9.99,999,0,3,"English, French, Italian, German, Spanish - Spain","Adventure, Indie","{'Political': 590, 'Hand-drawn': 578, 'Emotional': 487, 'Choose Your Own Adventure': 469, 'Text-Based': 446, 'Interactive Fiction': 438, 'Visual Novel': 413, 'Based On A Novel': 403, 'Cold War': 397, 'Story Rich': 396, 'Choices Matter': 394, 'Point & Click': 389, '2D': 389, 'Colorful': 386, 'Narration': 374, 'Drama': 361, 'Adventure': 351, 'Multiple Endings': 342, 'Conversation': 341, 'Singleplayer': 327}",9000.0,5000000.0,1.6h,1h,"Dec 10, 2020",262,5,106,0.7830188679245284,4,0.16,7,9.18,True
1259340,Victorian Admirals Samoan Crisis 1889,Totem Games,Strategy First,,3,2,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Simulation, Strategy","{'Simulation': 32, 'Strategy': 31, 'Naval Combat': 11, 'Naval': 11, 'Sailing': 11}",13000.0,0.0,0.9h,0.9h,"Mar 9, 2020",535,1,5,0.6,12,0.82,11,5.71,True
375320,Colortone,Greendev.,Valkyrie Initiative,,112,54,0,"50,000 .. 100,000",273,0,276,0,3.99,399,0,0,English,"Adventure, Indie","{'Adventure': 159, 'Indie': 153, 'Puzzle': 150, 'First-Person': 146, 'Minimalist': 143, 'Colorful': 137, 'Platformer': 136, 'Simulation': 132, 'Exploration': 126, 'Hidden Object': 123, 'Survival Horror': 117, 'Puzzle-Platformer': 113, 'Abstract': 109, '3D': 105, 'Cute': 102, 'Atmospheric': 91, 'Survival': 78, 'Psychedelic': 68, 'Relaxing': 66, 'Physics': 58}",295000.0,19000000.0,2h,0.2h,"Oct 29, 2015",2128,1,166,0.67,35,0.51,8,2.64,True
518994,Kikoriki: Generous Sky,,,,196,14,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Story Rich': 342, 'Action': 220, 'Cartoon': 169, 'Family Friendly': 135, 'Episodic': 127, 'Great Soundtrack': 125, 'Parkour': 123, 'Choices Matter': 106, 'Sci-fi': 103, 'Massively Multiplayer': 65, 'Adventure': 58, 'Comedy': 54, 'RPG': 47, 'Rogue-like': 45, 'Indie': 45, 'Cute': 45, 'Sandbox': 40, 'Simulation': 39, 'Masterpiece': 35, 'Free to Play': 34}",2000.0,0.0,0h,0h,"Sep 22, 2016",1799,1,210,0.93,NA,NA,NA,NA,True
753440,A Small Robot Story,bc likes you,MAGIC Spell Studios,,19,2,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,Adventure,"{'Adventure': 21, 'Platformer': 14, '2D': 13, 'Pixel Graphics': 13, 'Retro': 13, 'Indie': 12, 'Robots': 11}",90000.0,2000000.0,0h,0h,"Dec 19, 2017",1346,1,21,0.9,8,0.48,8,3.79,True
804970,Shoottera,RussianDEV,azimut team,,20,32,0,"0 .. 20,000",1,0,1,0,0.99,99,0,0,English,"Action, Adventure, Indie","{'Action': 23, 'Adventure': 23, 'Indie': 23}",509000.0,2000000.0,1h,0h,"Feb 28, 2018",1278,1,52,0.38461538461538464,21,0.38,10,0.8,True
519712,Complete Figure Drawing Course HD: 116 - The Muscles of The Human Neck - Part 7,,,99,36,9,80,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Design & Illustration': 30, 'Tutorial': 30}",6000.0,0.0,0h,0h,"Aug 22, 2016",1830,1,45,0.8,NA,NA,NA,NA,True
714150,Bombastic Cars,XOA Productions,XOA Productions,,9,17,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,"English, Spanish - Spain, Simplified Chinese, Russian, Korean, Ukrainian","Action, Casual, Indie, Racing","{'Action': 21, 'Indie': 21, 'Casual': 21, 'Racing': 21}",46000.0,0.0,0.1h,0h,"Nov 3, 2017",1392,6,26,0.35,0,0,0,9.99,True
